X,ID,Name,Age,Nationality,Overall,Potential,Club,Wage,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,BodyType,Position,JerseyNumber,Height,Weight,ST,CF,W,CAM,CM,OM,CDM,WB,CB,FB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1398,201860,E.Bióçakóçióö,28,BosniaHerzegovina,76,76,TSG1899Hoffenheim,31,Right,2,3,2,Normal,LCB,4,73,187,50,47,46,49,55,48,68,63,74,66,38,24,74,63,42,35,32,28,59,58,53,61,54,73,61,59,65,61,83,45,87,75,33,41,39,63,74,76,74
1402,168326,S.Bocchetti,31,Italy,76,76,SpartakMoscow,1,Left,2,2,2,Normal,LCB,16,73,190,58,56,56,56,59,57,69,67,75,68,56,45,77,61,38,57,30,25,66,65,69,64,68,67,64,76,82,62,86,47,81,75,31,51,45,69,76,76,74
1410,213899,E.Balanta,25,Colombia,76,82,FCBasel1893,23,Left,1,2,2,Normal,LCB,23,71,185,58,58,58,59,64,62,72,69,74,70,50,36,75,68,35,65,35,42,76,70,69,75,60,72,48,55,70,80,86,34,82,73,45,46,43,73,71,75,72
1473,178614,Varela,30,CapeVerde,76,76,PAOK,1,Right,1,3,2,Normal,LCB,5,73,194,56,55,56,55,58,58,67,67,74,69,59,43,75,56,38,55,51,47,51,62,69,66,58,70,72,45,82,75,87,42,78,74,44,52,54,68,73,77,74
1494,216774,W.Hoedt,24,Netherlands,76,80,Southampton,34,Left,2,3,2,Lean,LCB,6,74,170,55,55,53,57,64,56,71,65,74,67,40,30,78,68,55,58,31,36,74,62,59,60,38,74,36,72,74,65,77,59,79,75,29,62,37,63,72,78,74
1514,183766,B.Kon’©,30,BurkinaFaso,76,76,MKEAnkarag’_c’_,20,Right,2,2,2,Normal,LCB,26,74,176,52,49,47,49,55,49,67,63,75,66,33,31,79,61,35,41,46,37,62,55,62,61,70,60,54,65,83,63,79,37,77,74,41,41,53,67,76,77,86
1517,210648,A.Hegazi,27,Egypt,76,78,WestBromwichAlbion,31,Right,1,2,2,Normal,LCB,6,76,209,42,42,40,44,52,45,68,60,74,64,18,17,77,59,23,37,35,29,54,63,49,55,45,65,51,27,75,73,85,15,83,71,20,41,30,60,76,78,76
1534,226536,O.Colley,25,Gambia,76,81,Sampdoria,28,Left,1,3,2,Normal,LCB,15,75,192,50,48,49,49,55,52,69,67,75,69,44,28,78,67,24,42,38,37,60,60,60,79,59,71,44,41,65,79,87,31,82,68,28,32,33,68,75,75,79
1562,212219,A.Djiku,23,France,76,82,StadeMalherbeCaen,18,Right,1,3,2,Normal,LCB,24,72,163,58,60,62,61,63,65,70,72,74,73,71,34,73,64,35,67,57,43,59,71,74,79,67,67,66,50,81,75,77,42,78,76,55,55,43,66,75,76,77
1571,768,Felipe,33,Brazil,75,75,SPAL,13,Left,2,3,2,Lean,LCB,27,74,165,48,47,44,48,56,47,68,61,73,64,34,20,74,62,19,44,49,21,64,60,38,41,49,72,63,68,69,48,67,40,70,81,29,46,35,68,77,80,76
1573,239872,PabloSantos,26,Brazil,75,78,SCBraga,13,Left,1,2,2,Normal,LCB,14,74,181,52,50,49,49,53,51,66,65,74,68,31,39,73,58,26,48,25,27,43,56,65,68,60,74,57,48,83,78,76,37,72,79,32,33,31,59,75,76,79
1591,219145,G.Marip’çn,24,Chile,75,79,DeportivoAlav’©s,17,Right,1,2,2,Normal,LCB,6,76,183,49,45,44,45,52,47,66,61,74,64,41,28,75,66,31,40,29,27,51,57,45,48,31,72,32,56,68,56,92,24,75,68,28,30,20,69,76,77,73
1593,204043,E.Dilaver,27,Austria,75,77,DinamoZagreb,1,Right,1,4,2,Normal,LCB,66,72,181,59,59,59,59,62,60,69,69,73,70,52,39,76,67,44,59,60,35,50,66,67,72,63,76,59,63,68,76,74,43,75,74,52,54,49,67,76,76,68
1619,186648,T.K’çd’çr,28,Hungary,75,75,DynamoKyiv,1,Left,1,2,2,Normal,LCB,4,74,174,54,57,59,59,65,64,73,73,74,73,71,34,73,70,29,58,31,38,71,68,67,73,56,69,63,39,71,87,79,28,73,76,46,62,35,64,77,76,72
1651,224808,G.Ferrari,26,Italy,75,79,Sassuolo,40,Left,1,3,2,Normal,LCB,31,74,181,44,42,41,43,51,44,67,60,73,63,14,21,70,60,15,38,18,23,64,60,67,52,48,70,44,33,77,57,82,18,75,76,22,20,28,68,75,78,76
1655,192041,N.Ara’_jo,26,Mexico,75,78,RCCelta,20,Right,1,3,2,Stocky,LCB,2,74,192,55,54,53,55,61,56,71,67,74,69,32,34,78,72,36,53,44,45,66,69,69,72,50,71,63,57,66,72,85,39,65,76,30,43,54,71,62,80,79
1678,183606,S.Rajkovióö,29,Serbia,75,75,Palermo,5,Left,2,3,2,Normal,LCB,5,75,194,51,48,46,47,54,49,67,62,74,65,39,20,75,58,22,48,36,28,59,57,51,64,34,68,42,71,55,68,92,45,87,67,29,39,47,66,78,76,73
1682,190520,T.Jantschke,28,Germany,75,75,BorussiaM’_nchengladbach,24,Right,2,3,2,Normal,LCB,24,70,168,57,59,60,61,67,63,75,73,76,74,62,35,66,72,37,62,43,40,70,68,64,64,67,80,73,48,84,74,72,44,77,82,52,57,51,80,80,80,79
1736,163665,D.Congr’©,33,France,75,75,MontpellierHSC,22,Right,2,3,2,Normal,LCB,3,73,176,52,55,57,57,63,60,71,69,74,69,65,25,72,69,26,65,32,23,68,70,49,62,58,65,61,41,73,65,80,26,74,73,51,53,24,66,78,77,76
1746,230229,Ot’çvioCairinho,26,Brazil,75,75,Internacional,23,Right,1,3,2,Normal,LCB,4,70,176,54,51,52,52,57,54,67,65,73,67,62,43,72,64,43,44,47,55,61,56,56,61,54,67,63,61,82,61,76,54,82,72,36,44,66,69,77,75,76
1747,204886,P.Gouano,24,France,75,81,AmiensSC,14,Right,1,2,2,Lean,LCB,2,73,172,45,45,45,47,55,49,69,64,73,66,32,20,74,64,23,45,28,26,67,57,64,67,55,68,45,42,76,71,78,23,80,74,13,42,33,65,75,75,75
1753,186456,J.vanderHeijden,30,Netherlands,75,75,Feyenoord,13,Left,1,3,3,Normal,LCB,6,73,168,64,66,64,68,72,65,74,69,73,69,61,49,75,76,42,69,80,73,77,75,40,43,60,74,63,75,82,72,75,68,69,75,65,72,66,80,75,75,73
1771,205408,S.Gentiletti,33,Argentina,75,75,AlbaceteBP,9,Left,2,2,2,Normal,LCB,19,73,170,52,53,53,54,58,54,67,64,74,67,49,13,73,60,30,59,58,63,65,65,69,68,61,72,62,78,77,38,78,48,77,75,29,52,43,74,73,77,76
1840,194947,J.Vukovióö,30,Serbia,75,75,OlympiacosCFP,1,Left,1,2,2,Stocky,LCB,26,77,205,53,50,49,51,57,51,68,63,74,65,56,27,80,63,17,48,38,58,61,58,48,40,40,70,31,74,76,60,89,70,79,74,32,45,44,74,74,76,71
1845,198023,XimoNavarro,28,Spain,75,75,DeportivoAlav’©s,21,Right,1,3,2,Normal,LCB,15,70,157,61,63,64,64,67,67,72,74,73,74,70,36,71,74,25,65,61,42,61,72,71,76,69,69,72,64,84,88,70,55,80,74,62,59,48,67,71,74,76
1849,172425,S.Bamba,33,IvoryCoast,75,75,CardiffCity,38,Right,1,3,2,Normal,LCB,22,75,190,48,47,45,47,52,48,66,60,74,63,27,27,76,59,16,58,34,16,53,57,53,55,32,65,32,51,65,52,89,15,82,79,24,38,19,64,72,75,74
1863,46736,E.Moretti,37,Italy,75,75,Torino,24,Left,2,2,2,Lean,LCB,24,72,170,46,45,45,46,52,47,66,62,73,64,51,16,75,59,27,49,52,33,56,64,48,34,48,64,65,56,73,39,68,39,74,84,31,31,49,73,80,77,76
1877,208534,A.Mawson,24,England,75,84,Fulham,38,Right,1,5,2,Normal,LCB,26,74,192,54,52,50,53,58,52,69,61,74,64,23,48,79,68,40,56,22,24,66,65,57,58,47,66,49,53,76,56,83,21,69,75,25,43,32,65,76,75,72
1896,193440,N.Viergever,28,Netherlands,75,75,PSV,15,Left,1,2,2,Normal,LCB,4,72,170,60,60,61,60,65,63,72,71,74,72,60,42,72,68,41,63,45,39,69,67,67,73,65,71,67,64,76,85,74,48,81,75,55,50,48,68,76,74,76
1904,232869,G.Shoji,25,Japan,75,80,KashimaAntlers,11,Right,1,4,2,Normal,LCB,3,72,163,54,51,51,51,58,54,70,67,74,70,35,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71
1907,216742,M.Mevlja,28,Slovenia,75,77,,0,Right,1,3,2,Normal,LCB,4,75,183,53,53,54,56,62,58,71,69,74,71,52,34,73,70,48,55,42,42,72,58,71,69,65,71,52,47,63,71,81,32,63,78,35,54,47,75,78,78,77
1911,202408,A.Flint,28,England,75,76,Middlesbrough,47,Right,1,3,2,Lean,LCB,24,78,183,58,51,46,49,54,48,66,59,73,63,21,55,83,57,38,33,24,25,52,57,47,51,31,72,27,63,74,69,90,26,79,72,52,42,38,60,74,70,74
1941,198581,O.Murillo,30,Colombia,75,75,Pachuca,25,Left,1,4,2,Normal,LCB,23,72,170,52,50,52,51,56,55,68,66,73,68,59,42,75,61,22,46,35,27,65,56,66,72,54,70,43,43,85,66,83,35,76,79,29,44,32,70,71,77,66
1947,232119,C.S’_y’_nc’_,22,Turkey,75,83,LeicesterCity,43,Right,1,4,2,Normal,LCB,6,73,181,56,54,54,54,57,55,67,66,73,68,46,37,68,56,48,57,39,37,55,59,67,72,64,69,58,65,68,67,78,42,81,71,42,49,52,59,69,84,80
1950,205756,S.Denswil,25,Netherlands,75,79,ClubBruggeKV,19,Left,1,4,3,Normal,LCB,24,73,179,61,60,57,61,66,59,72,65,74,66,44,46,76,73,43,63,68,76,70,68,45,53,60,71,53,83,55,64,85,60,76,71,41,64,63,74,75,75,75
1951,142780,G.Rodr’_guez,34,Argentina,75,75,SanLorenzodeAlmagro,18,Right,2,3,2,Normal,LCB,2,72,174,57,57,55,58,62,57,70,65,74,67,38,45,80,63,23,57,50,46,65,67,62,67,64,71,58,69,81,66,78,36,81,75,32,65,72,75,74,73,71
1956,235454,M.Sarr,19,France,75,84,OGCNice,11,Left,1,4,2,Stocky,LCB,23,72,161,61,62,64,64,67,66,72,72,74,73,68,49,73,74,37,62,68,40,69,67,74,72,74,72,70,50,78,79,79,40,68,74,59,63,44,78,72,77,75
1961,196801,Mexer,29,Mozambique,75,75,StadeRennaisFC,28,Right,2,3,2,Lean,LCB,4,74,174,57,57,57,59,63,58,70,66,73,68,40,44,72,72,50,59,55,32,55,69,52,67,66,66,64,49,75,74,79,59,78,75,43,54,38,75,73,75,74
1963,219841,J.Figal,24,Argentina,75,81,Independiente,15,Right,1,3,3,Normal,LCB,4,71,141,59,61,62,63,66,64,72,71,73,71,57,42,74,73,28,69,44,30,68,73,73,71,73,76,63,61,78,79,73,45,75,76,35,57,37,73,72,76,67
2032,214763,P.Goltz,33,Argentina,75,75,BocaJuniors,20,Right,1,3,2,Normal,LCB,2,72,181,60,58,57,58,62,58,69,65,73,67,55,48,75,64,53,56,73,68,66,62,54,64,54,70,48,70,73,67,85,60,85,70,45,59,66,71,75,73,69
2043,182001,Titi,30,Brazil,75,75,G’_ztepeSK,22,Left,1,3,2,Stocky,LCB,2,74,183,51,48,45,46,51,46,65,59,74,63,40,27,76,44,50,46,49,45,39,66,32,35,47,69,45,69,46,52,88,22,80,79,42,49,71,62,74,80,77
2050,199669,L.Gonz’çlezPirez,26,Argentina,75,78,AtlantaUnited,8,Right,1,3,2,Normal,LCB,5,73,176,61,63,62,65,69,65,74,70,74,71,42,42,69,72,42,64,55,39,78,70,72,75,64,75,54,59,70,83,76,49,80,76,60,64,49,75,74,74,74
2080,219911,T.Hlatshwayo,28,SouthAfrica,74,75,,0,Right,1,3,2,Normal,LCB,2,74,194,45,40,40,41,47,43,63,60,73,63,39,21,76,69,29,31,31,32,51,34,58,61,49,64,33,51,65,50,84,23,78,71,29,26,45,71,78,77,75
2096,189456,L.Cooper,26,Scotland,74,75,LeedsUnited,34,Left,1,3,2,Normal,LCB,6,74,161,51,51,50,52,59,53,68,64,72,66,45,26,73,65,33,53,31,26,63,61,49,52,57,70,66,52,82,72,79,38,76,75,39,47,34,64,71,72,74
2106,234774,K.Laifis,25,Cyprus,74,78,StandarddeLi’åge,13,Left,1,3,2,Lean,LCB,34,73,170,66,66,65,67,69,66,72,70,72,70,61,56,75,71,66,68,62,59,74,68,62,67,62,70,57,74,67,75,72,68,72,73,65,67,54,71,74,74,74
2119,215070,G.Ort’_z,25,Argentina,74,79,ClubAtl’©ticoCol’_n,11,Right,1,3,2,Normal,LCB,24,72,176,51,49,48,50,56,51,68,64,72,66,31,34,72,66,33,42,32,28,68,50,68,73,68,70,59,51,80,77,79,48,83,74,32,35,48,57,72,71,73
2123,210719,M.Kempf,23,Germany,74,80,VfBStuttgart,22,Left,1,3,2,Normal,LCB,4,73,192,53,53,53,55,59,55,68,64,73,66,41,31,75,65,30,56,36,39,67,61,65,68,64,69,59,52,90,61,80,38,76,75,33,54,52,65,70,74,73
2149,240679,T.Koopmeiners,20,Netherlands,74,83,AZAlkmaar,10,Left,1,3,3,Normal,LCB,8,72,170,69,71,71,71,72,72,71,71,68,70,76,65,66,73,64,67,67,66,74,75,69,72,67,75,69,75,76,80,74,75,69,69,67,76,67,72,66,66,61
2170,190772,M.Besler,31,UnitedStates,74,74,SportingKansasCity,7,Left,1,3,2,Normal,LCB,5,72,170,55,57,58,60,66,61,73,70,73,71,49,35,69,74,44,58,34,35,78,69,71,73,69,73,70,56,69,80,76,40,69,74,32,60,61,76,77,74,74
2172,200758,L.Moore,25,England,74,78,Reading,26,Right,1,3,2,Normal,LCB,6,73,190,54,56,57,58,63,61,71,69,73,70,58,24,72,68,34,62,37,24,66,69,67,74,59,74,66,55,81,78,81,32,77,71,37,60,20,71,71,72,74
2191,199745,E.Sviatchenko,26,Denmark,74,77,FCMidtjylland,19,Right,1,4,2,Stocky,LCB,28,72,181,59,59,57,60,64,58,70,66,73,68,42,39,72,69,36,43,42,34,66,66,63,71,71,68,69,67,85,75,79,61,75,70,60,61,35,71,76,74,72
2200,193091,B.Nuytinck,28,Netherlands,74,76,Udinese,22,Left,1,2,2,Normal,LCB,17,75,181,49,47,45,48,55,47,67,60,72,62,30,32,70,58,40,50,46,34,62,58,34,50,40,68,38,62,64,55,78,36,74,76,28,44,46,69,78,78,72
2208,213063,R’_ber,23,Spain,74,82,LevanteUD,8,Right,1,3,2,Normal,LCB,4,72,163,56,57,58,59,64,60,71,68,72,69,52,47,69,73,47,56,42,42,70,70,63,58,56,67,64,36,76,72,75,39,66,74,49,52,44,62,76,75,75
2209,230215,OsvaldoLodeiro,30,Brazil,74,74,Am’©ricaFC(MinasGerais),14,Right,1,3,2,Normal,LCB,4,73,179,56,53,54,54,56,54,66,63,72,66,49,43,73,53,44,44,43,45,71,63,69,77,64,73,43,57,52,41,84,51,71,69,37,47,75,70,78,76,74
2222,230218,FabianoSonta,26,Brazil,74,74,Fluminense,22,Right,1,3,2,Stocky,LCB,4,71,181,51,50,49,52,58,51,68,61,72,63,39,33,72,69,46,46,33,49,65,50,47,54,69,73,71,54,62,56,85,43,78,77,37,51,44,75,76,73,65
2227,192333,L.San’©,31,Senegal,74,74,OrlandoCitySC,7,Right,2,2,2,Lean,LCB,22,75,170,56,56,55,58,62,57,69,65,73,66,49,32,78,67,22,61,48,23,66,62,48,65,52,68,45,69,83,66,80,55,79,73,42,61,33,69,69,73,72
2260,215901,RafaelVaz,29,Brazil,74,74,UniversidaddeChile,11,Left,1,3,2,Normal,LCB,5,73,185,63,61,59,60,63,59,69,65,73,66,46,51,75,69,37,58,49,68,63,60,65,59,60,71,43,73,77,66,84,63,76,73,61,50,51,60,73,73,69
2308,182133,A.Epureanu,31,Moldova,74,74,MedipolBaÅ™akÅ™ehirFK,20,Left,1,2,2,Normal,LCB,6,74,187,60,56,53,55,59,55,68,63,72,65,39,53,81,66,62,56,39,52,59,61,54,41,35,71,36,64,32,63,87,41,70,74,53,41,51,69,71,79,72
2343,230021,J.Aidoo,22,Ghana,74,81,KRCGenk,12,Right,1,2,2,Normal,LCB,45,70,183,45,41,42,40,45,44,62,61,73,65,29,18,74,48,21,35,24,28,42,48,75,79,63,65,71,40,86,78,88,23,90,71,25,23,31,63,70,76,72
2363,224909,P.Aguedar,30,Paraguay,74,74,,0,Right,1,4,2,Normal,LCB,14,72,181,57,54,53,55,59,55,68,64,73,67,40,50,73,63,50,50,48,41,62,60,63,70,63,69,69,64,91,70,81,49,73,72,28,56,55,71,73,75,73
2383,186519,JuanCala,28,Spain,74,74,UDLasPalmas,10,Right,1,3,2,Lean,LCB,20,73,190,58,56,57,57,62,59,70,68,72,68,59,46,70,72,47,57,67,37,69,63,56,65,66,67,59,70,81,76,81,59,73,75,36,47,46,59,72,72,71
2386,214169,W.Tesillo,28,Colombia,74,74,ClubLe’_n,24,Left,1,3,2,Lean,LCB,6,72,172,48,48,50,49,56,54,69,68,72,69,55,22,68,60,31,49,30,32,59,60,60,62,46,74,42,27,49,73,83,26,69,85,40,37,30,62,72,74,74
2415,200353,A.Soumaoro,26,France,74,79,LOSCLille,24,Right,1,3,2,Normal,LCB,5,74,201,50,47,49,47,52,51,64,64,72,66,57,31,75,61,35,47,31,36,49,56,52,64,53,60,65,48,83,72,91,42,72,70,34,32,40,66,71,74,72
2424,163492,N.Lombaerts,33,Belgium,74,74,KVOostende,14,Left,2,2,2,Lean,LCB,6,74,174,55,53,53,55,62,55,71,66,73,67,63,38,78,73,43,54,59,62,70,67,33,40,42,66,54,67,33,62,78,53,71,78,39,48,48,69,78,76,72
2427,223142,A.Sulu,32,Turkey,74,74,SVDarmstadt98,17,Right,2,4,2,Normal,LCB,4,72,176,57,53,52,52,55,54,66,63,73,66,33,44,81,54,36,51,36,39,63,65,66,70,65,66,73,58,90,72,77,32,85,69,47,31,63,72,72,74,73
2450,170159,F.Bastians,30,Germany,74,74,TianjinTEDAFC,13,Left,1,3,2,Lean,LCB,15,74,183,63,61,61,61,65,63,71,71,73,71,74,56,72,72,68,54,69,68,68,56,70,53,66,74,64,73,73,83,77,61,69,75,58,58,65,70,78,74,73
2456,209329,D’_ria,23,Brazil,74,78,SantosLaguna,15,Left,1,2,2,Lean,LCB,21,74,181,60,57,55,56,59,57,68,64,73,66,40,53,73,67,20,56,21,29,63,63,63,65,41,65,48,75,69,63,79,40,83,69,48,43,35,68,74,76,73
2511,214477,A.Correa,33,Colombia,74,74,OnceCaldas,3,Right,1,3,2,Normal,LCB,5,71,163,59,56,54,56,61,57,69,65,72,67,30,45,76,67,27,50,30,28,64,60,76,67,69,71,79,65,65,84,86,40,70,77,50,45,65,76,76,70,67
2538,138460,R.Hubn’_k,34,CzechRepublic,74,74,ViktoriaPlzeÅ_,1,Right,1,3,2,Lean,LCB,4,76,194,61,60,59,60,64,60,69,66,73,68,52,51,79,67,49,56,55,41,66,69,58,69,50,74,40,56,68,63,82,60,79,72,46,55,67,67,63,78,71
2574,20209,RicardoCosta,37,Portugal,74,74,CDTondela,4,Right,2,3,2,Normal,LCB,20,72,181,52,50,47,49,54,50,65,61,73,64,41,25,72,56,35,48,25,28,47,52,50,42,62,70,64,65,92,69,77,32,91,70,56,45,40,75,76,77,74
2590,176377,D.ToÅçióö,33,Serbia,74,74,GuangzhouR&F;FC,13,Left,1,2,2,Stocky,LCB,3,73,187,59,58,57,58,63,59,69,67,72,67,64,38,72,70,32,59,53,46,62,55,56,51,30,67,39,74,71,70,80,58,82,74,65,58,43,64,68,75,76
2598,230397,EnaldoToxeto,30,Brazil,74,74,Gr’émio,22,Left,1,3,2,Stocky,LCB,4,71,174,60,58,59,57,62,61,70,69,72,70,62,47,74,68,51,58,49,43,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,67,64,71,77,67
2605,167936,J.Sorbon,34,France,73,73,EnAvantdeGuingamp,17,Right,1,3,2,Normal,LCB,15,72,174,47,46,46,49,56,49,68,62,72,64,60,25,73,66,25,30,40,34,56,64,32,37,46,71,69,43,63,50,72,30,75,76,42,52,39,67,75,77,72
2616,180228,DavidBraz,31,Brazil,73,73,Sivasspor,11,Right,1,2,2,Normal,LCB,40,74,181,55,52,51,52,56,52,66,61,71,64,43,39,76,66,40,50,48,41,57,54,55,53,52,66,44,63,52,53,79,49,74,74,46,41,50,71,75,74,71
2629,215050,D.Braghieri,31,Argentina,73,73,Atl’©ticoNacional,5,Left,1,2,2,Stocky,LCB,4,73,190,57,55,52,54,58,53,67,62,72,64,28,35,75,63,37,50,39,32,55,65,69,59,49,67,53,75,67,66,81,62,84,68,38,47,48,69,70,73,73
2648,184082,L.Kon’©,29,IvoryCoast,73,73,RCStrasbourgAlsace,12,Right,1,3,2,Stocky,LCB,3,74,198,55,53,53,52,56,56,66,65,72,66,60,34,73,60,29,52,39,28,50,62,49,64,51,70,48,55,65,68,89,29,75,72,54,45,31,64,70,74,69
2666,45083,S.vonBergen,35,Switzerland,73,73,BSCYoungBoys,12,Right,2,3,2,Normal,LCB,5,72,174,48,46,46,49,56,50,68,64,72,66,49,22,72,66,38,35,42,18,63,58,60,49,62,69,70,57,81,73,77,32,77,74,31,45,46,76,74,74,68
2680,181795,F.Kudryashov,31,Russia,73,73,,0,Left,1,2,2,Normal,LCB,13,71,179,57,59,62,61,64,63,70,71,71,72,71,41,63,68,51,61,47,41,60,69,71,73,74,74,64,43,70,72,73,56,71,74,45,58,46,69,72,74,75
2697,190507,Etxeita,30,Spain,73,73,SDHuesca,17,Right,1,3,2,Normal,LCB,3,73,172,50,47,47,48,55,49,67,62,72,64,36,29,70,63,38,47,35,43,54,64,37,53,67,76,52,54,79,70,82,34,81,75,28,30,30,68,67,71,73
2701,235565,D.Bronn,23,Tunisia,73,80,KAAGent,14,Right,1,2,3,Normal,LCB,28,72,165,61,61,62,62,65,64,70,69,72,70,67,58,72,69,38,65,63,53,72,67,67,67,61,71,63,69,70,73,77,58,73,70,36,61,37,68,74,72,73
2716,185394,V.Forren,30,Norway,73,73,MoldeFK,6,Left,1,3,2,Normal,LCB,5,73,194,55,54,51,56,63,54,69,61,71,62,45,39,72,67,44,55,68,66,69,63,34,32,48,71,65,74,80,66,82,61,75,72,41,59,60,73,72,72,68
2720,223284,P.Martinez,29,France,73,74,RCStrasbourgAlsace,15,Left,1,3,2,Normal,LCB,4,72,170,55,57,60,60,63,62,69,69,72,70,67,37,71,66,40,71,44,50,70,66,68,68,68,66,67,52,75,75,74,56,75,69,34,55,45,73,74,74,75
2752,225859,M.Niakhat’©,22,France,73,80,1.FSVMainz05,17,Left,1,3,2,Normal,LCB,19,75,181,54,55,58,57,60,60,69,69,72,70,62,35,74,66,39,64,32,36,63,65,69,75,65,70,52,36,76,76,81,39,71,71,34,48,44,61,73,74,68
2773,212300,J.O'Connell,24,England,73,80,SheffieldUnited,10,Left,1,2,2,Stocky,LCB,5,75,187,50,48,50,48,53,52,65,65,72,67,54,35,68,58,30,55,31,32,57,53,61,66,49,67,46,41,81,73,83,40,82,75,29,27,34,58,74,71,72
2783,230222,AiltonValpa’_os,26,Brazil,73,73,Atl’©ticoMineiro,24,Right,1,3,2,Lean,LCB,4,73,174,62,61,60,61,64,61,69,66,72,68,47,42,72,73,50,60,60,48,67,66,71,62,67,64,62,79,76,75,79,76,80,65,55,50,50,72,70,75,77
2787,158800,W.Janssen,31,Netherlands,73,73,FCUtrecht,14,Right,1,4,2,Normal,LCB,14,73,165,65,64,63,65,69,64,72,68,72,68,69,60,77,73,62,68,52,48,74,70,42,42,64,70,64,74,83,73,74,63,75,78,60,66,75,75,74,67,69
2810,229980,C.Montes,21,Mexico,73,81,Monterrey,22,Right,1,3,2,Normal,LCB,3,75,154,55,56,55,58,63,58,69,65,72,67,41,32,76,64,31,52,62,37,70,62,58,67,71,69,55,50,77,76,79,35,73,71,59,61,48,74,68,74,73
2833,194146,K.Long,27,RepublicofIreland,73,73,Burnley,36,Right,1,2,2,Normal,LCB,21,75,181,52,52,50,52,56,53,65,62,71,64,38,29,76,60,26,53,38,32,55,58,58,59,57,66,56,56,79,66,77,27,75,71,48,50,32,66,72,73,72
2836,211556,CarlosHern’çndez,27,Spain,73,74,RealOviedo,9,Right,1,3,2,Normal,LCB,6,73,179,56,51,49,51,56,51,65,61,71,63,34,40,81,62,27,49,26,24,60,58,55,50,50,62,45,73,85,73,84,37,71,71,43,40,39,64,68,72,71
2868,211826,R.Czichos,28,Germany,73,73,1.FCK’_ln,17,Left,1,3,2,Normal,LCB,5,74,205,57,56,56,55,58,57,67,67,71,68,55,42,67,65,33,57,52,57,53,65,64,68,61,65,62,64,73,72,80,51,71,72,43,40,36,68,72,76,70
2912,53630,J.VanDamme,34,Belgium,73,73,RoyalAntwerpFC,10,Left,2,3,2,Normal,LCB,37,75,196,64,61,59,59,62,61,68,66,71,66,59,50,73,61,63,56,57,58,59,66,54,65,49,73,34,77,63,78,90,62,91,68,62,55,63,81,72,64,67
2916,177280,T.Reginiussen,32,Norway,73,73,RosenborgBK,6,Right,1,3,2,Normal,LCB,4,73,176,55,53,53,53,57,55,66,64,72,66,55,31,71,61,33,45,26,32,63,55,68,63,62,70,54,61,89,63,84,53,71,74,57,42,32,72,70,73,72
2958,236690,M.Ngadeu-Ngadjui,27,Cameroon,73,75,SKSlaviaPraha,1,Right,1,5,2,Normal,LCB,5,75,205,55,52,50,52,56,52,67,62,72,65,38,39,72,67,38,39,30,26,62,57,66,70,62,70,67,72,70,60,92,54,73,69,31,43,50,62,70,73,70
2993,240289,Calero,22,Spain,73,82,RealValladolidCF,13,Right,1,4,2,Lean,LCB,5,72,165,51,54,55,58,63,59,70,67,71,69,44,23,72,69,28,61,39,27,70,72,67,69,68,73,54,40,75,67,67,21,63,75,35,57,39,70,73,73,72
3009,178600,U.Demirok,29,Turkey,73,73,AtikerKonyaspor,14,Right,1,3,2,Normal,LCB,15,75,187,54,53,51,55,62,55,70,64,72,65,40,42,76,64,29,57,32,22,68,58,51,39,48,71,45,55,44,79,85,30,68,74,40,64,72,73,70,77,75
3049,213433,F.Tobio,28,Argentina,73,74,DeportivoToluca,19,Right,1,2,2,Normal,LCB,2,73,187,49,46,47,46,53,52,66,65,72,67,59,27,72,64,36,40,39,33,65,50,62,65,40,70,38,40,82,72,83,21,80,72,40,27,36,63,74,71,70
3050,179897,R.Sigur’çsson,32,Iceland,73,73,,0,Right,1,3,2,Lean,LCB,6,74,170,49,47,46,50,57,50,68,63,72,66,40,26,74,66,25,30,42,32,62,52,62,61,56,68,60,59,60,78,81,52,80,74,29,55,65,68,74,71,71
3069,194753,L.Marrone,28,Italy,73,73,HellasVerona,61,Right,1,3,3,Lean,LCB,6,73,165,63,65,64,67,71,66,73,71,72,70,67,40,72,75,64,72,72,72,74,75,48,61,60,69,62,80,70,76,73,75,66,74,56,69,73,68,77,72,72
3074,206022,E.Johansson,29,Sweden,73,73,Djurg’ÇrdensIF,6,Right,1,2,2,Lean,LCB,21,76,196,57,56,54,56,61,56,69,64,71,65,41,41,69,67,42,55,47,46,63,64,47,62,54,67,46,68,82,74,83,47,70,72,44,55,49,71,73,72,70
3085,221641,W.Kanon,24,IvoryCoast,73,77,ADODenHaag,7,Left,1,3,2,Normal,LCB,5,74,187,52,51,52,51,55,55,66,66,72,68,53,32,68,58,35,61,33,30,55,59,68,73,57,63,51,65,74,73,84,38,73,68,25,42,49,63,77,75,74
